"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","06.05.2023 05:00 - 06.05.2023 06:00 (CET/CEST)","0","","231"
"BZN|BE","06.05.2023 06:00 - 06.05.2023 07:00 (CET/CEST)","108","4","138"
"BZN|BE","06.05.2023 07:00 - 06.05.2023 08:00 (CET/CEST)","706","","80"
"BZN|BE","06.05.2023 08:00 - 06.05.2023 09:00 (CET/CEST)","1527","","33"
"BZN|BE","06.05.2023 09:00 - 06.05.2023 10:00 (CET/CEST)","2365","","6"
"BZN|BE","06.05.2023 10:00 - 06.05.2023 11:00 (CET/CEST)","3182","","16"
"BZN|BE","06.05.2023 11:00 - 06.05.2023 12:00 (CET/CEST)","3501","24","51"
"BZN|BE","06.05.2023 12:00 - 06.05.2023 13:00 (CET/CEST)","3466","37","59"
"BZN|BE","06.05.2023 13:00 - 06.05.2023 14:00 (CET/CEST)","3214","2","56"
"BZN|BE","06.05.2023 14:00 - 06.05.2023 15:00 (CET/CEST)","2424","","62"
"BZN|BE","06.05.2023 15:00 - 06.05.2023 16:00 (CET/CEST)","1511","","74"
"BZN|BE","06.05.2023 16:00 - 06.05.2023 17:00 (CET/CEST)","1071","","61"
"BZN|BE","06.05.2023 17:00 - 06.05.2023 18:00 (CET/CEST)","871","","38"
"BZN|BE","06.05.2023 18:00 - 06.05.2023 19:00 (CET/CEST)","649","","16"
"BZN|BE","06.05.2023 19:00 - 06.05.2023 20:00 (CET/CEST)","341","","9"
"BZN|BE","06.05.2023 20:00 - 06.05.2023 21:00 (CET/CEST)","80","","8"
"BZN|BE","06.05.2023 21:00 - 06.05.2023 22:00 (CET/CEST)","0","","26"
"BZN|BE","06.05.2023 22:00 - 06.05.2023 23:00 (CET/CEST)","0","1","38"
"BZN|BE","06.05.2023 23:00 - 07.05.2023 00:00 (CET/CEST)","0","","50"
"BZN|BE","07.05.2023 00:00 - 07.05.2023 01:00 (CET/CEST)","0","28","62"
"BZN|BE","07.05.2023 01:00 - 07.05.2023 02:00 (CET/CEST)","0","49","88"
"BZN|BE","07.05.2023 02:00 - 07.05.2023 03:00 (CET/CEST)","0","52","82"
"BZN|BE","07.05.2023 03:00 - 07.05.2023 04:00 (CET/CEST)","0","91","75"
"BZN|BE","07.05.2023 04:00 - 07.05.2023 05:00 (CET/CEST)","0","125","92"
"BZN|BE","07.05.2023 05:00 - 07.05.2023 06:00 (CET/CEST)","0","47","118"
"BZN|BE","07.05.2023 06:00 - 07.05.2023 07:00 (CET/CEST)","39","5","101"
"BZN|BE","07.05.2023 07:00 - 07.05.2023 08:00 (CET/CEST)","253","","83"
"BZN|BE","07.05.2023 08:00 - 07.05.2023 09:00 (CET/CEST)","535","","63"
"BZN|BE","07.05.2023 09:00 - 07.05.2023 10:00 (CET/CEST)","886","","19"
"BZN|BE","07.05.2023 10:00 - 07.05.2023 11:00 (CET/CEST)","1229","","16"
"BZN|BE","07.05.2023 11:00 - 07.05.2023 12:00 (CET/CEST)","1394","","19"
"BZN|BE","07.05.2023 12:00 - 07.05.2023 13:00 (CET/CEST)","1433","","11"
"BZN|BE","07.05.2023 13:00 - 07.05.2023 14:00 (CET/CEST)","1463","","27"
"BZN|BE","07.05.2023 14:00 - 07.05.2023 15:00 (CET/CEST)","1656","","31"
"BZN|BE","07.05.2023 15:00 - 07.05.2023 16:00 (CET/CEST)","1675","","36"
"BZN|BE","07.05.2023 16:00 - 07.05.2023 17:00 (CET/CEST)","1498","","41"
"BZN|BE","07.05.2023 17:00 - 07.05.2023 18:00 (CET/CEST)","1297","","44"
"BZN|BE","07.05.2023 18:00 - 07.05.2023 19:00 (CET/CEST)","871","","44"
"BZN|BE","07.05.2023 19:00 - 07.05.2023 20:00 (CET/CEST)","449","","54"
"BZN|BE","07.05.2023 20:00 - 07.05.2023 21:00 (CET/CEST)","141","","55"
"BZN|BE","07.05.2023 21:00 - 07.05.2023 22:00 (CET/CEST)","2","","36"
"BZN|BE","07.05.2023 22:00 - 07.05.2023 23:00 (CET/CEST)","0","","28"
"BZN|BE","07.05.2023 23:00 - 08.05.2023 00:00 (CET/CEST)","0","","29"
"BZN|BE","08.05.2023 00:00 - 08.05.2023 01:00 (CET/CEST)","0","11","36"
"BZN|BE","08.05.2023 01:00 - 08.05.2023 02:00 (CET/CEST)","0","33","43"
"BZN|BE","08.05.2023 02:00 - 08.05.2023 03:00 (CET/CEST)","0","158","66"
"BZN|BE","08.05.2023 03:00 - 08.05.2023 04:00 (CET/CEST)","0","141","65"
"BZN|BE","08.05.2023 04:00 - 08.05.2023 05:00 (CET/CEST)","0","204","40"
"BZN|BE","08.05.2023 05:00 - 08.05.2023 06:00 (CET/CEST)","0","186","17"
"BZN|BE","08.05.2023 06:00 - 08.05.2023 07:00 (CET/CEST)","16","173","12"
"BZN|BE","08.05.2023 07:00 - 08.05.2023 08:00 (CET/CEST)","156","127","11"
"BZN|BE","08.05.2023 08:00 - 08.05.2023 09:00 (CET/CEST)","391","165","10"
"BZN|BE","08.05.2023 09:00 - 08.05.2023 10:00 (CET/CEST)","763","196","12"
"BZN|BE","08.05.2023 10:00 - 08.05.2023 11:00 (CET/CEST)","1226","226","30"
"BZN|BE","08.05.2023 11:00 - 08.05.2023 12:00 (CET/CEST)","1786","241","32"
"BZN|BE","08.05.2023 12:00 - 08.05.2023 13:00 (CET/CEST)","2158","178","50"
"BZN|BE","08.05.2023 13:00 - 08.05.2023 14:00 (CET/CEST)","2326","276","70"
"BZN|BE","08.05.2023 14:00 - 08.05.2023 15:00 (CET/CEST)","2421","510","71"
"BZN|BE","08.05.2023 15:00 - 08.05.2023 16:00 (CET/CEST)","2239","666","59"
"BZN|BE","08.05.2023 16:00 - 08.05.2023 17:00 (CET/CEST)","1817","912","71"
"BZN|BE","08.05.2023 17:00 - 08.05.2023 18:00 (CET/CEST)","1351","716","103"
"BZN|BE","08.05.2023 18:00 - 08.05.2023 19:00 (CET/CEST)","960","707","147"
"BZN|BE","08.05.2023 19:00 - 08.05.2023 20:00 (CET/CEST)","479","1037","162"
"BZN|BE","08.05.2023 20:00 - 08.05.2023 21:00 (CET/CEST)","110","692","112"
"BZN|BE","08.05.2023 21:00 - 08.05.2023 22:00 (CET/CEST)","0","538","102"
"BZN|BE","08.05.2023 22:00 - 08.05.2023 23:00 (CET/CEST)","0","458","126"
"BZN|BE","08.05.2023 23:00 - 09.05.2023 00:00 (CET/CEST)","0","447","128"
"BZN|BE","09.05.2023 00:00 - 09.05.2023 01:00 (CET/CEST)","0","336","159"
"BZN|BE","09.05.2023 01:00 - 09.05.2023 02:00 (CET/CEST)","0","280","204"
"BZN|BE","09.05.2023 02:00 - 09.05.2023 03:00 (CET/CEST)","0","470","276"
"BZN|BE","09.05.2023 03:00 - 09.05.2023 04:00 (CET/CEST)","0","735","343"
"BZN|BE","09.05.2023 04:00 - 09.05.2023 05:00 (CET/CEST)","0","925","425"
"BZN|BE","09.05.2023 05:00 - 09.05.2023 06:00 (CET/CEST)","0","850","450"
"BZN|BE","09.05.2023 06:00 - 09.05.2023 07:00 (CET/CEST)","37","784","473"
"BZN|BE","09.05.2023 07:00 - 09.05.2023 08:00 (CET/CEST)","199","987","467"
"BZN|BE","09.05.2023 08:00 - 09.05.2023 09:00 (CET/CEST)","433","1087","484"
"BZN|BE","09.05.2023 09:00 - 09.05.2023 10:00 (CET/CEST)","671","1184","471"
"BZN|BE","09.05.2023 10:00 - 09.05.2023 11:00 (CET/CEST)","775","1037","535"
"BZN|BE","09.05.2023 11:00 - 09.05.2023 12:00 (CET/CEST)","798","747","617"
"BZN|BE","09.05.2023 12:00 - 09.05.2023 13:00 (CET/CEST)","842","477","596"
"BZN|BE","09.05.2023 13:00 - 09.05.2023 14:00 (CET/CEST)","832","337","546"
"BZN|BE","09.05.2023 14:00 - 09.05.2023 15:00 (CET/CEST)","791","221","495"
"BZN|BE","09.05.2023 15:00 - 09.05.2023 16:00 (CET/CEST)","743","266","386"
"BZN|BE","09.05.2023 16:00 - 09.05.2023 17:00 (CET/CEST)","672","192","328"
"BZN|BE","09.05.2023 17:00 - 09.05.2023 18:00 (CET/CEST)","559","287","279"
"BZN|BE","09.05.2023 18:00 - 09.05.2023 19:00 (CET/CEST)","472","438","199"
"BZN|BE","09.05.2023 19:00 - 09.05.2023 20:00 (CET/CEST)","306","357","152"
"BZN|BE","09.05.2023 20:00 - 09.05.2023 21:00 (CET/CEST)","95","475","128"
"BZN|BE","09.05.2023 21:00 - 09.05.2023 22:00 (CET/CEST)","1","756","140"
"BZN|BE","09.05.2023 22:00 - 09.05.2023 23:00 (CET/CEST)","0","717","167"
"BZN|BE","09.05.2023 23:00 - 10.05.2023 00:00 (CET/CEST)","0","284","261"
"BZN|BE","10.05.2023 00:00 - 10.05.2023 01:00 (CET/CEST)","0","144","275"
"BZN|BE","10.05.2023 01:00 - 10.05.2023 02:00 (CET/CEST)","0","37","297"
"BZN|BE","10.05.2023 02:00 - 10.05.2023 03:00 (CET/CEST)","0","53","371"
"BZN|BE","10.05.2023 03:00 - 10.05.2023 04:00 (CET/CEST)","0","265","395"
"BZN|BE","10.05.2023 04:00 - 10.05.2023 05:00 (CET/CEST)","0","365","447"
"BZN|BE","10.05.2023 05:00 - 10.05.2023 06:00 (CET/CEST)","0","350","463"
"BZN|BE","10.05.2023 06:00 - 10.05.2023 07:00 (CET/CEST)","25","244","481"
"BZN|BE","10.05.2023 07:00 - 10.05.2023 08:00 (CET/CEST)","240","84","493"
"BZN|BE","10.05.2023 08:00 - 10.05.2023 09:00 (CET/CEST)","523","47","374"
"BZN|BE","10.05.2023 09:00 - 10.05.2023 10:00 (CET/CEST)","743","51","245"
"BZN|BE","10.05.2023 10:00 - 10.05.2023 11:00 (CET/CEST)","1076","15","207"
"BZN|BE","10.05.2023 11:00 - 10.05.2023 12:00 (CET/CEST)","1414","","196"
"BZN|BE","10.05.2023 12:00 - 10.05.2023 13:00 (CET/CEST)","1852","11","195"
"BZN|BE","10.05.2023 13:00 - 10.05.2023 14:00 (CET/CEST)","2206","36","193"
"BZN|BE","10.05.2023 14:00 - 10.05.2023 15:00 (CET/CEST)","2486","14","152"
"BZN|BE","10.05.2023 15:00 - 10.05.2023 16:00 (CET/CEST)","2381","1","160"
"BZN|BE","10.05.2023 16:00 - 10.05.2023 17:00 (CET/CEST)","2000","","176"
"BZN|BE","10.05.2023 17:00 - 10.05.2023 18:00 (CET/CEST)","1477","11","165"
"BZN|BE","10.05.2023 18:00 - 10.05.2023 19:00 (CET/CEST)","1028","62","138"
"BZN|BE","10.05.2023 19:00 - 10.05.2023 20:00 (CET/CEST)","546","197","145"
"BZN|BE","10.05.2023 20:00 - 10.05.2023 21:00 (CET/CEST)","173","371","139"
"BZN|BE","10.05.2023 21:00 - 10.05.2023 22:00 (CET/CEST)","3","259","108"
"BZN|BE","10.05.2023 22:00 - 10.05.2023 23:00 (CET/CEST)","0","145","108"
"BZN|BE","10.05.2023 23:00 - 11.05.2023 00:00 (CET/CEST)","0","173","115"
"BZN|BE","11.05.2023 00:00 - 11.05.2023 01:00 (CET/CEST)","0","209","110"
"BZN|BE","11.05.2023 01:00 - 11.05.2023 02:00 (CET/CEST)","0","26","112"
"BZN|BE","11.05.2023 02:00 - 11.05.2023 03:00 (CET/CEST)","0","","103"
"BZN|BE","11.05.2023 03:00 - 11.05.2023 04:00 (CET/CEST)","0","17","77"
"BZN|BE","11.05.2023 04:00 - 11.05.2023 05:00 (CET/CEST)","0","4","78"
"BZN|BE","11.05.2023 05:00 - 11.05.2023 06:00 (CET/CEST)","0","1","95"
"BZN|BE","11.05.2023 06:00 - 11.05.2023 07:00 (CET/CEST)","51","","108"
"BZN|BE","11.05.2023 07:00 - 11.05.2023 08:00 (CET/CEST)","308","","80"
"BZN|BE","11.05.2023 08:00 - 11.05.2023 09:00 (CET/CEST)","679","","40"
"BZN|BE","11.05.2023 09:00 - 11.05.2023 10:00 (CET/CEST)","1047","","25"
"BZN|BE","11.05.2023 10:00 - 11.05.2023 11:00 (CET/CEST)","1513","","16"
"BZN|BE","11.05.2023 11:00 - 11.05.2023 12:00 (CET/CEST)","2083","","13"
"BZN|BE","11.05.2023 12:00 - 11.05.2023 13:00 (CET/CEST)","2688","","16"
"BZN|BE","11.05.2023 13:00 - 11.05.2023 14:00 (CET/CEST)","3045","","25"
"BZN|BE","11.05.2023 14:00 - 11.05.2023 15:00 (CET/CEST)","2974","","37"
"BZN|BE","11.05.2023 15:00 - 11.05.2023 16:00 (CET/CEST)","2658","","65"
"BZN|BE","11.05.2023 16:00 - 11.05.2023 17:00 (CET/CEST)","1999","","112"
"BZN|BE","11.05.2023 17:00 - 11.05.2023 18:00 (CET/CEST)","1477","","155"
"BZN|BE","11.05.2023 18:00 - 11.05.2023 19:00 (CET/CEST)","992","","241"
"BZN|BE","11.05.2023 19:00 - 11.05.2023 20:00 (CET/CEST)","519","","287"
"BZN|BE","11.05.2023 20:00 - 11.05.2023 21:00 (CET/CEST)","177","","241"
"BZN|BE","11.05.2023 21:00 - 11.05.2023 22:00 (CET/CEST)","8","","173"
"BZN|BE","11.05.2023 22:00 - 11.05.2023 23:00 (CET/CEST)","0","41","180"
"BZN|BE","11.05.2023 23:00 - 12.05.2023 00:00 (CET/CEST)","0","135","190"
"BZN|BE","12.05.2023 00:00 - 12.05.2023 01:00 (CET/CEST)","0","200","197"
"BZN|BE","12.05.2023 01:00 - 12.05.2023 02:00 (CET/CEST)","0","355","183"
"BZN|BE","12.05.2023 02:00 - 12.05.2023 03:00 (CET/CEST)","0","401","180"
"BZN|BE","12.05.2023 03:00 - 12.05.2023 04:00 (CET/CEST)","0","525","196"
"BZN|BE","12.05.2023 04:00 - 12.05.2023 05:00 (CET/CEST)","0","730","278"
"BZN|BE","12.05.2023 05:00 - 12.05.2023 06:00 (CET/CEST)","0","881","326"
"BZN|BE","12.05.2023 06:00 - 12.05.2023 07:00 (CET/CEST)","10","921","447"
"BZN|BE","12.05.2023 07:00 - 12.05.2023 08:00 (CET/CEST)","97","1163","543"
"BZN|BE","12.05.2023 08:00 - 12.05.2023 09:00 (CET/CEST)","250","1421","561"
"BZN|BE","12.05.2023 09:00 - 12.05.2023 10:00 (CET/CEST)","503","1690","508"
"BZN|BE","12.05.2023 10:00 - 12.05.2023 11:00 (CET/CEST)","837","1860","482"
"BZN|BE","12.05.2023 11:00 - 12.05.2023 12:00 (CET/CEST)","1268","1712","451"
"BZN|BE","12.05.2023 12:00 - 12.05.2023 13:00 (CET/CEST)","1734","1583","463"
"BZN|BE","12.05.2023 13:00 - 12.05.2023 14:00 (CET/CEST)","2082","1654","479"
"BZN|BE","12.05.2023 14:00 - 12.05.2023 15:00 (CET/CEST)","2430","1675","483"
"BZN|BE","12.05.2023 15:00 - 12.05.2023 16:00 (CET/CEST)","2428","1817","477"
"BZN|BE","12.05.2023 16:00 - 12.05.2023 17:00 (CET/CEST)","2077","1843","510"
"BZN|BE","12.05.2023 17:00 - 12.05.2023 18:00 (CET/CEST)","1570","1755","545"
"BZN|BE","12.05.2023 18:00 - 12.05.2023 19:00 (CET/CEST)","952","1710","512"
"BZN|BE","12.05.2023 19:00 - 12.05.2023 20:00 (CET/CEST)","392","1375","423"
"BZN|BE","12.05.2023 20:00 - 12.05.2023 21:00 (CET/CEST)","92","1021","414"
"BZN|BE","12.05.2023 21:00 - 12.05.2023 22:00 (CET/CEST)","1","1095","471"
"BZN|BE","12.05.2023 22:00 - 12.05.2023 23:00 (CET/CEST)","0","811","449"
"BZN|BE","12.05.2023 23:00 - 13.05.2023 00:00 (CET/CEST)","0","1044","540"
"BZN|BE","13.05.2023 00:00 - 13.05.2023 01:00 (CET/CEST)","0","1311","694"
"BZN|BE","13.05.2023 01:00 - 13.05.2023 02:00 (CET/CEST)","0","1529","688"
"BZN|BE","13.05.2023 02:00 - 13.05.2023 03:00 (CET/CEST)","0","1535","591"
"BZN|BE","13.05.2023 03:00 - 13.05.2023 04:00 (CET/CEST)","0","1687","547"
"BZN|BE","13.05.2023 04:00 - 13.05.2023 05:00 (CET/CEST)","0","1647","537"
"BZN|BE","13.05.2023 05:00 - 13.05.2023 06:00 (CET/CEST)","0","1347","526"
"BZN|BE","13.05.2023 06:00 - 13.05.2023 07:00 (CET/CEST)","128","1206","503"
"BZN|BE","13.05.2023 07:00 - 13.05.2023 08:00 (CET/CEST)","681","1067","468"
"BZN|BE","13.05.2023 08:00 - 13.05.2023 09:00 (CET/CEST)","1526","795","339"
"BZN|BE","13.05.2023 09:00 - 13.05.2023 10:00 (CET/CEST)","2728","858","237"
"BZN|BE","13.05.2023 10:00 - 13.05.2023 11:00 (CET/CEST)","3869","1055","220"
"BZN|BE","13.05.2023 11:00 - 13.05.2023 12:00 (CET/CEST)","4728","1394","331"
"BZN|BE","13.05.2023 12:00 - 13.05.2023 13:00 (CET/CEST)","5125","1572","467"
"BZN|BE","13.05.2023 13:00 - 13.05.2023 14:00 (CET/CEST)","5156","1354","606"
"BZN|BE","13.05.2023 14:00 - 13.05.2023 15:00 (CET/CEST)","4721","1482","707"
"BZN|BE","13.05.2023 15:00 - 13.05.2023 16:00 (CET/CEST)","4250","1514","871"
"BZN|BE","13.05.2023 16:00 - 13.05.2023 17:00 (CET/CEST)","3550","1476","957"
"BZN|BE","13.05.2023 17:00 - 13.05.2023 18:00 (CET/CEST)","2597","1432","784"
"BZN|BE","13.05.2023 18:00 - 13.05.2023 19:00 (CET/CEST)","1704","1510","728"
"BZN|BE","13.05.2023 19:00 - 13.05.2023 20:00 (CET/CEST)","863","1522","635"
"BZN|BE","13.05.2023 20:00 - 13.05.2023 21:00 (CET/CEST)","238","1289","479"
"BZN|BE","13.05.2023 21:00 - 13.05.2023 22:00 (CET/CEST)","4","1049","397"
"BZN|BE","13.05.2023 22:00 - 13.05.2023 23:00 (CET/CEST)","0","826","330"
"BZN|BE","13.05.2023 23:00 - 14.05.2023 00:00 (CET/CEST)","0","811","323"
"BZN|BE","14.05.2023 00:00 - 14.05.2023 01:00 (CET/CEST)","0","986","372"
"BZN|BE","14.05.2023 01:00 - 14.05.2023 02:00 (CET/CEST)","0","853","334"
"BZN|BE","14.05.2023 02:00 - 14.05.2023 03:00 (CET/CEST)","0","558","283"
"BZN|BE","14.05.2023 03:00 - 14.05.2023 04:00 (CET/CEST)","0","333","244"
"BZN|BE","14.05.2023 04:00 - 14.05.2023 05:00 (CET/CEST)","0","263","219"
"BZN|BE","14.05.2023 05:00 - 14.05.2023 06:00 (CET/CEST)","0","539","154"
"BZN|BE","14.05.2023 06:00 - 14.05.2023 07:00 (CET/CEST)","65","498","129"
"BZN|BE","14.05.2023 07:00 - 14.05.2023 08:00 (CET/CEST)","348","558","140"
"BZN|BE","14.05.2023 08:00 - 14.05.2023 09:00 (CET/CEST)","724","438","145"
"BZN|BE","14.05.2023 09:00 - 14.05.2023 10:00 (CET/CEST)","1198","352","141"
"BZN|BE","14.05.2023 10:00 - 14.05.2023 11:00 (CET/CEST)","2081","232","137"
"BZN|BE","14.05.2023 11:00 - 14.05.2023 12:00 (CET/CEST)","3640","26","106"
"BZN|BE","14.05.2023 12:00 - 14.05.2023 13:00 (CET/CEST)","4876","","77"
"BZN|BE","14.05.2023 13:00 - 14.05.2023 14:00 (CET/CEST)","5221","8","72"
"BZN|BE","14.05.2023 14:00 - 14.05.2023 15:00 (CET/CEST)","4949","83","95"
"BZN|BE","14.05.2023 15:00 - 14.05.2023 16:00 (CET/CEST)","4250","96","167"
"BZN|BE","14.05.2023 16:00 - 14.05.2023 17:00 (CET/CEST)","3218","74","261"
"BZN|BE","14.05.2023 17:00 - 14.05.2023 18:00 (CET/CEST)","2454","25","319"
"BZN|BE","14.05.2023 18:00 - 14.05.2023 19:00 (CET/CEST)","1672","","391"
"BZN|BE","14.05.2023 19:00 - 14.05.2023 20:00 (CET/CEST)","847","","412"
"BZN|BE","14.05.2023 20:00 - 14.05.2023 21:00 (CET/CEST)","211","","357"
"BZN|BE","14.05.2023 21:00 - 14.05.2023 22:00 (CET/CEST)","6","","284"
"BZN|BE","14.05.2023 22:00 - 14.05.2023 23:00 (CET/CEST)","0","","228"
"BZN|BE","14.05.2023 23:00 - 15.05.2023 00:00 (CET/CEST)","0","","199"
"BZN|BE","15.05.2023 00:00 - 15.05.2023 01:00 (CET/CEST)","0","","162"
"BZN|BE","15.05.2023 01:00 - 15.05.2023 02:00 (CET/CEST)","0","34","169"
"BZN|BE","15.05.2023 02:00 - 15.05.2023 03:00 (CET/CEST)","0","73","146"
"BZN|BE","15.05.2023 03:00 - 15.05.2023 04:00 (CET/CEST)","0","78","136"
"BZN|BE","15.05.2023 04:00 - 15.05.2023 05:00 (CET/CEST)","0","134","105"
"BZN|BE","15.05.2023 05:00 - 15.05.2023 06:00 (CET/CEST)","0","87","97"
"BZN|BE","15.05.2023 06:00 - 15.05.2023 07:00 (CET/CEST)","51","35","83"
"BZN|BE","15.05.2023 07:00 - 15.05.2023 08:00 (CET/CEST)","286","7","40"
"BZN|BE","15.05.2023 08:00 - 15.05.2023 09:00 (CET/CEST)","721","3","28"
"BZN|BE","15.05.2023 09:00 - 15.05.2023 10:00 (CET/CEST)","1408","283","24"
"BZN|BE","15.05.2023 10:00 - 15.05.2023 11:00 (CET/CEST)","2085","827","42"
"BZN|BE","15.05.2023 11:00 - 15.05.2023 12:00 (CET/CEST)","2267","1012","78"
"BZN|BE","15.05.2023 12:00 - 15.05.2023 13:00 (CET/CEST)","2121","1045","163"
"BZN|BE","15.05.2023 13:00 - 15.05.2023 14:00 (CET/CEST)","1738","1055","379"
"BZN|BE","15.05.2023 14:00 - 15.05.2023 15:00 (CET/CEST)","1512","891","623"
"BZN|BE","15.05.2023 15:00 - 15.05.2023 16:00 (CET/CEST)","1338","1128","809"
"BZN|BE","15.05.2023 16:00 - 15.05.2023 17:00 (CET/CEST)","1118","1423","935"
"BZN|BE","15.05.2023 17:00 - 15.05.2023 18:00 (CET/CEST)","820","1666","1059"
"BZN|BE","15.05.2023 18:00 - 15.05.2023 19:00 (CET/CEST)","486","1909","1045"
"BZN|BE","15.05.2023 19:00 - 15.05.2023 20:00 (CET/CEST)","231","2007","1091"
"BZN|BE","15.05.2023 20:00 - 15.05.2023 21:00 (CET/CEST)","69","1974","1158"
"BZN|BE","15.05.2023 21:00 - 15.05.2023 22:00 (CET/CEST)","4","1798","1223"
"BZN|BE","15.05.2023 22:00 - 15.05.2023 23:00 (CET/CEST)","0","1409","1113"
"BZN|BE","15.05.2023 23:00 - 16.05.2023 00:00 (CET/CEST)","0","1011","962"
"BZN|BE","16.05.2023 00:00 - 16.05.2023 01:00 (CET/CEST)","0","697","862"
"BZN|BE","16.05.2023 01:00 - 16.05.2023 02:00 (CET/CEST)","0","668","828"
"BZN|BE","16.05.2023 02:00 - 16.05.2023 03:00 (CET/CEST)","0","577","790"
"BZN|BE","16.05.2023 03:00 - 16.05.2023 04:00 (CET/CEST)","0","570","783"
"BZN|BE","16.05.2023 04:00 - 16.05.2023 05:00 (CET/CEST)","0","495","735"
"BZN|BE","16.05.2023 05:00 - 16.05.2023 06:00 (CET/CEST)","0","424","671"
"BZN|BE","16.05.2023 06:00 - 16.05.2023 07:00 (CET/CEST)","164","362","616"
"BZN|BE","16.05.2023 07:00 - 16.05.2023 08:00 (CET/CEST)","788","271","478"
"BZN|BE","16.05.2023 08:00 - 16.05.2023 09:00 (CET/CEST)","1659","199","468"
"BZN|BE","16.05.2023 09:00 - 16.05.2023 10:00 (CET/CEST)","2385","99","655"
"BZN|BE","16.05.2023 10:00 - 16.05.2023 11:00 (CET/CEST)","3311","33","631"
"BZN|BE","16.05.2023 11:00 - 16.05.2023 12:00 (CET/CEST)","3970","","536"
"BZN|BE","16.05.2023 12:00 - 16.05.2023 13:00 (CET/CEST)","4232","","536"
"BZN|BE","16.05.2023 13:00 - 16.05.2023 14:00 (CET/CEST)","4215","5","556"
"BZN|BE","16.05.2023 14:00 - 16.05.2023 15:00 (CET/CEST)","4037","30","665"
"BZN|BE","16.05.2023 15:00 - 16.05.2023 16:00 (CET/CEST)","3683","18","760"
"BZN|BE","16.05.2023 16:00 - 16.05.2023 17:00 (CET/CEST)","3139","","710"
"BZN|BE","16.05.2023 17:00 - 16.05.2023 18:00 (CET/CEST)","2532","7","601"
"BZN|BE","16.05.2023 18:00 - 16.05.2023 19:00 (CET/CEST)","1609","33","544"
"BZN|BE","16.05.2023 19:00 - 16.05.2023 20:00 (CET/CEST)","651","88","474"
"BZN|BE","16.05.2023 20:00 - 16.05.2023 21:00 (CET/CEST)","153","106","413"
"BZN|BE","16.05.2023 21:00 - 16.05.2023 22:00 (CET/CEST)","6","67","382"
"BZN|BE","16.05.2023 22:00 - 16.05.2023 23:00 (CET/CEST)","0","27","323"
"BZN|BE","16.05.2023 23:00 - 17.05.2023 00:00 (CET/CEST)","0","1","380"
"BZN|BE","17.05.2023 00:00 - 17.05.2023 01:00 (CET/CEST)","0","7","376"
"BZN|BE","17.05.2023 01:00 - 17.05.2023 02:00 (CET/CEST)","0","","358"
"BZN|BE","17.05.2023 02:00 - 17.05.2023 03:00 (CET/CEST)","0","","330"
"BZN|BE","17.05.2023 03:00 - 17.05.2023 04:00 (CET/CEST)","0","3","255"
"BZN|BE","17.05.2023 04:00 - 17.05.2023 05:00 (CET/CEST)","0","10","228"
"BZN|BE","17.05.2023 05:00 - 17.05.2023 06:00 (CET/CEST)","0","46","182"
"BZN|BE","17.05.2023 06:00 - 17.05.2023 07:00 (CET/CEST)","114","38","169"
"BZN|BE","17.05.2023 07:00 - 17.05.2023 08:00 (CET/CEST)","547","31","140"
"BZN|BE","17.05.2023 08:00 - 17.05.2023 09:00 (CET/CEST)","1346","3","121"
"BZN|BE","17.05.2023 09:00 - 17.05.2023 10:00 (CET/CEST)","2403","21","143"
"BZN|BE","17.05.2023 10:00 - 17.05.2023 11:00 (CET/CEST)","3328","66","269"
"BZN|BE","17.05.2023 11:00 - 17.05.2023 12:00 (CET/CEST)","4138","37","421"
"BZN|BE","17.05.2023 12:00 - 17.05.2023 13:00 (CET/CEST)","4755","19","565"
"BZN|BE","17.05.2023 13:00 - 17.05.2023 14:00 (CET/CEST)","5049","19","635"
"BZN|BE","17.05.2023 14:00 - 17.05.2023 15:00 (CET/CEST)","4969","47","690"
"BZN|BE","17.05.2023 15:00 - 17.05.2023 16:00 (CET/CEST)","4656","100","703"
"BZN|BE","17.05.2023 16:00 - 17.05.2023 17:00 (CET/CEST)","3962","205","712"
"BZN|BE","17.05.2023 17:00 - 17.05.2023 18:00 (CET/CEST)","3079","223","706"
"BZN|BE","17.05.2023 18:00 - 17.05.2023 19:00 (CET/CEST)","2071","188","686"
"BZN|BE","17.05.2023 19:00 - 17.05.2023 20:00 (CET/CEST)","1054","204","540"
"BZN|BE","17.05.2023 20:00 - 17.05.2023 21:00 (CET/CEST)","317","195","521"
"BZN|BE","17.05.2023 21:00 - 17.05.2023 22:00 (CET/CEST)","9","226","550"
"BZN|BE","17.05.2023 22:00 - 17.05.2023 23:00 (CET/CEST)","0","195","589"
"BZN|BE","17.05.2023 23:00 - 18.05.2023 00:00 (CET/CEST)","0","183","526"
"BZN|BE","18.05.2023 00:00 - 18.05.2023 01:00 (CET/CEST)","0","162","494"
"BZN|BE","18.05.2023 01:00 - 18.05.2023 02:00 (CET/CEST)","0","135","483"
"BZN|BE","18.05.2023 02:00 - 18.05.2023 03:00 (CET/CEST)","0","122","484"
"BZN|BE","18.05.2023 03:00 - 18.05.2023 04:00 (CET/CEST)","0","93","455"
"BZN|BE","18.05.2023 04:00 - 18.05.2023 05:00 (CET/CEST)","0","123","403"
