"Area","MTU","Solar  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|BE","22.09.2023 20:00 - 22.09.2023 21:00 (CET/CEST)","0","328","545"
"BZN|BE","22.09.2023 21:00 - 22.09.2023 22:00 (CET/CEST)","0","847","633"
"BZN|BE","22.09.2023 22:00 - 22.09.2023 23:00 (CET/CEST)","0","773","813"
"BZN|BE","22.09.2023 23:00 - 23.09.2023 00:00 (CET/CEST)","0","263","821"
"BZN|BE","23.09.2023 00:00 - 23.09.2023 01:00 (CET/CEST)","0","532","849"
"BZN|BE","23.09.2023 01:00 - 23.09.2023 02:00 (CET/CEST)","0","664","841"
"BZN|BE","23.09.2023 02:00 - 23.09.2023 03:00 (CET/CEST)","0","959","890"
"BZN|BE","23.09.2023 03:00 - 23.09.2023 04:00 (CET/CEST)","0","949","870"
"BZN|BE","23.09.2023 04:00 - 23.09.2023 05:00 (CET/CEST)","0","871","828"
"BZN|BE","23.09.2023 05:00 - 23.09.2023 06:00 (CET/CEST)","0","887","783"
"BZN|BE","23.09.2023 06:00 - 23.09.2023 07:00 (CET/CEST)","0","1056","804"
"BZN|BE","23.09.2023 07:00 - 23.09.2023 08:00 (CET/CEST)","36","813","809"
"BZN|BE","23.09.2023 08:00 - 23.09.2023 09:00 (CET/CEST)","633","793","668"
"BZN|BE","23.09.2023 09:00 - 23.09.2023 10:00 (CET/CEST)","1463","1084","529"
"BZN|BE","23.09.2023 10:00 - 23.09.2023 11:00 (CET/CEST)","2235","1422","496"
"BZN|BE","23.09.2023 11:00 - 23.09.2023 12:00 (CET/CEST)","2776","817","615"
"BZN|BE","23.09.2023 12:00 - 23.09.2023 13:00 (CET/CEST)","3214","519","587"
"BZN|BE","23.09.2023 13:00 - 23.09.2023 14:00 (CET/CEST)","3485","449","529"
"BZN|BE","23.09.2023 14:00 - 23.09.2023 15:00 (CET/CEST)","3360","519","481"
"BZN|BE","23.09.2023 15:00 - 23.09.2023 16:00 (CET/CEST)","3026","418","493"
"BZN|BE","23.09.2023 16:00 - 23.09.2023 17:00 (CET/CEST)","2440","419","486"
"BZN|BE","23.09.2023 17:00 - 23.09.2023 18:00 (CET/CEST)","1737","355","343"
"BZN|BE","23.09.2023 18:00 - 23.09.2023 19:00 (CET/CEST)","821","169","228"
"BZN|BE","23.09.2023 19:00 - 23.09.2023 20:00 (CET/CEST)","84","113","186"
"BZN|BE","23.09.2023 20:00 - 23.09.2023 21:00 (CET/CEST)","0","205","181"
"BZN|BE","23.09.2023 21:00 - 23.09.2023 22:00 (CET/CEST)","0","440","216"
"BZN|BE","23.09.2023 22:00 - 23.09.2023 23:00 (CET/CEST)","0","651","251"
"BZN|BE","23.09.2023 23:00 - 24.09.2023 00:00 (CET/CEST)","0","821","268"
"BZN|BE","24.09.2023 00:00 - 24.09.2023 01:00 (CET/CEST)","0","869","270"
"BZN|BE","24.09.2023 01:00 - 24.09.2023 02:00 (CET/CEST)","0","653","282"
"BZN|BE","24.09.2023 02:00 - 24.09.2023 03:00 (CET/CEST)","0","649","268"
"BZN|BE","24.09.2023 03:00 - 24.09.2023 04:00 (CET/CEST)","0","979","271"
"BZN|BE","24.09.2023 04:00 - 24.09.2023 05:00 (CET/CEST)","0","1125","287"
"BZN|BE","24.09.2023 05:00 - 24.09.2023 06:00 (CET/CEST)","0","1473","359"
"BZN|BE","24.09.2023 06:00 - 24.09.2023 07:00 (CET/CEST)","0","1571","466"
"BZN|BE","24.09.2023 07:00 - 24.09.2023 08:00 (CET/CEST)","31","1638","624"
"BZN|BE","24.09.2023 08:00 - 24.09.2023 09:00 (CET/CEST)","714","1611","748"
"BZN|BE","24.09.2023 09:00 - 24.09.2023 10:00 (CET/CEST)","1908","1653","562"
"BZN|BE","24.09.2023 10:00 - 24.09.2023 11:00 (CET/CEST)","3105","1634","355"
"BZN|BE","24.09.2023 11:00 - 24.09.2023 12:00 (CET/CEST)","4193","1552","467"
"BZN|BE","24.09.2023 12:00 - 24.09.2023 13:00 (CET/CEST)","4951","1485","656"
"BZN|BE","24.09.2023 13:00 - 24.09.2023 14:00 (CET/CEST)","5221","1344","686"
"BZN|BE","24.09.2023 14:00 - 24.09.2023 15:00 (CET/CEST)","5041","1156","625"
"BZN|BE","24.09.2023 15:00 - 24.09.2023 16:00 (CET/CEST)","4405","1057","557"
"BZN|BE","24.09.2023 16:00 - 24.09.2023 17:00 (CET/CEST)","3390","1188","555"
"BZN|BE","24.09.2023 17:00 - 24.09.2023 18:00 (CET/CEST)","2079","1036","493"
"BZN|BE","24.09.2023 18:00 - 24.09.2023 19:00 (CET/CEST)","782","1222","451"
"BZN|BE","24.09.2023 19:00 - 24.09.2023 20:00 (CET/CEST)","48","1266","544"
"BZN|BE","24.09.2023 20:00 - 24.09.2023 21:00 (CET/CEST)","0","1312","863"
"BZN|BE","24.09.2023 21:00 - 24.09.2023 22:00 (CET/CEST)","0","1541","1114"
"BZN|BE","24.09.2023 22:00 - 24.09.2023 23:00 (CET/CEST)","0","1705","1254"
"BZN|BE","24.09.2023 23:00 - 25.09.2023 00:00 (CET/CEST)","0","1696","1318"
"BZN|BE","25.09.2023 00:00 - 25.09.2023 01:00 (CET/CEST)","0","1643","1370"
"BZN|BE","25.09.2023 01:00 - 25.09.2023 02:00 (CET/CEST)","0","1783","1276"
"BZN|BE","25.09.2023 02:00 - 25.09.2023 03:00 (CET/CEST)","0","1796","1101"
"BZN|BE","25.09.2023 03:00 - 25.09.2023 04:00 (CET/CEST)","0","1887","1088"
"BZN|BE","25.09.2023 04:00 - 25.09.2023 05:00 (CET/CEST)","0","1783","1190"
"BZN|BE","25.09.2023 05:00 - 25.09.2023 06:00 (CET/CEST)","0","1557","1197"
"BZN|BE","25.09.2023 06:00 - 25.09.2023 07:00 (CET/CEST)","0","1300","1189"
"BZN|BE","25.09.2023 07:00 - 25.09.2023 08:00 (CET/CEST)","23","1029","1097"
"BZN|BE","25.09.2023 08:00 - 25.09.2023 09:00 (CET/CEST)","552","694","906"
"BZN|BE","25.09.2023 09:00 - 25.09.2023 10:00 (CET/CEST)","1353","546","591"
"BZN|BE","25.09.2023 10:00 - 25.09.2023 11:00 (CET/CEST)","2233","495","294"
"BZN|BE","25.09.2023 11:00 - 25.09.2023 12:00 (CET/CEST)","2996","454","179"
"BZN|BE","25.09.2023 12:00 - 25.09.2023 13:00 (CET/CEST)","3574","382","106"
"BZN|BE","25.09.2023 13:00 - 25.09.2023 14:00 (CET/CEST)","3608","321","77"
"BZN|BE","25.09.2023 14:00 - 25.09.2023 15:00 (CET/CEST)","3590","217","57"
"BZN|BE","25.09.2023 15:00 - 25.09.2023 16:00 (CET/CEST)","3558","118","34"
"BZN|BE","25.09.2023 16:00 - 25.09.2023 17:00 (CET/CEST)","2628","156","20"
"BZN|BE","25.09.2023 17:00 - 25.09.2023 18:00 (CET/CEST)","1368","249","12"
"BZN|BE","25.09.2023 18:00 - 25.09.2023 19:00 (CET/CEST)","432","262","9"
"BZN|BE","25.09.2023 19:00 - 25.09.2023 20:00 (CET/CEST)","24","186","10"
"BZN|BE","25.09.2023 20:00 - 25.09.2023 21:00 (CET/CEST)","0","152","14"
"BZN|BE","25.09.2023 21:00 - 25.09.2023 22:00 (CET/CEST)","0","147","19"
"BZN|BE","25.09.2023 22:00 - 25.09.2023 23:00 (CET/CEST)","0","114","24"
"BZN|BE","25.09.2023 23:00 - 26.09.2023 00:00 (CET/CEST)","0","80","25"
"BZN|BE","26.09.2023 00:00 - 26.09.2023 01:00 (CET/CEST)","0","44","29"
"BZN|BE","26.09.2023 01:00 - 26.09.2023 02:00 (CET/CEST)","0","22","36"
"BZN|BE","26.09.2023 02:00 - 26.09.2023 03:00 (CET/CEST)","0","0","40"
"BZN|BE","26.09.2023 03:00 - 26.09.2023 04:00 (CET/CEST)","0","","62"
"BZN|BE","26.09.2023 04:00 - 26.09.2023 05:00 (CET/CEST)","0","","82"
"BZN|BE","26.09.2023 05:00 - 26.09.2023 06:00 (CET/CEST)","0","14","104"
"BZN|BE","26.09.2023 06:00 - 26.09.2023 07:00 (CET/CEST)","0","53","169"
"BZN|BE","26.09.2023 07:00 - 26.09.2023 08:00 (CET/CEST)","29","162","246"
"BZN|BE","26.09.2023 08:00 - 26.09.2023 09:00 (CET/CEST)","532","254","291"
"BZN|BE","26.09.2023 09:00 - 26.09.2023 10:00 (CET/CEST)","1280","291","268"
"BZN|BE","26.09.2023 10:00 - 26.09.2023 11:00 (CET/CEST)","2052","281","170"
"BZN|BE","26.09.2023 11:00 - 26.09.2023 12:00 (CET/CEST)","2961","274","107"
"BZN|BE","26.09.2023 12:00 - 26.09.2023 13:00 (CET/CEST)","3638","364","100"
"BZN|BE","26.09.2023 13:00 - 26.09.2023 14:00 (CET/CEST)","3674","402","116"
"BZN|BE","26.09.2023 14:00 - 26.09.2023 15:00 (CET/CEST)","3306","435","125"
"BZN|BE","26.09.2023 15:00 - 26.09.2023 16:00 (CET/CEST)","2472","325","114"
"BZN|BE","26.09.2023 16:00 - 26.09.2023 17:00 (CET/CEST)","1609","308","99"
"BZN|BE","26.09.2023 17:00 - 26.09.2023 18:00 (CET/CEST)","1055","247","128"
"BZN|BE","26.09.2023 18:00 - 26.09.2023 19:00 (CET/CEST)","472","127","171"
"BZN|BE","26.09.2023 19:00 - 26.09.2023 20:00 (CET/CEST)","29","147","237"
"BZN|BE","26.09.2023 20:00 - 26.09.2023 21:00 (CET/CEST)","0","163","296"
"BZN|BE","26.09.2023 21:00 - 26.09.2023 22:00 (CET/CEST)","0","337","348"
"BZN|BE","26.09.2023 22:00 - 26.09.2023 23:00 (CET/CEST)","0","330","352"
"BZN|BE","26.09.2023 23:00 - 27.09.2023 00:00 (CET/CEST)","0","309","311"
"BZN|BE","27.09.2023 00:00 - 27.09.2023 01:00 (CET/CEST)","0","320","262"
"BZN|BE","27.09.2023 01:00 - 27.09.2023 02:00 (CET/CEST)","0","166","221"
"BZN|BE","27.09.2023 02:00 - 27.09.2023 03:00 (CET/CEST)","0","152","141"
"BZN|BE","27.09.2023 03:00 - 27.09.2023 04:00 (CET/CEST)","0","63","74"
"BZN|BE","27.09.2023 04:00 - 27.09.2023 05:00 (CET/CEST)","0","77","49"
"BZN|BE","27.09.2023 05:00 - 27.09.2023 06:00 (CET/CEST)","0","9","34"
"BZN|BE","27.09.2023 06:00 - 27.09.2023 07:00 (CET/CEST)","0","","13"
"BZN|BE","27.09.2023 07:00 - 27.09.2023 08:00 (CET/CEST)","15","","15"
"BZN|BE","27.09.2023 08:00 - 27.09.2023 09:00 (CET/CEST)","335","","40"
"BZN|BE","27.09.2023 09:00 - 27.09.2023 10:00 (CET/CEST)","1105","","117"
"BZN|BE","27.09.2023 10:00 - 27.09.2023 11:00 (CET/CEST)","1927","2","135"
"BZN|BE","27.09.2023 11:00 - 27.09.2023 12:00 (CET/CEST)","2496","47","106"
"BZN|BE","27.09.2023 12:00 - 27.09.2023 13:00 (CET/CEST)","3263","153","121"
"BZN|BE","27.09.2023 13:00 - 27.09.2023 14:00 (CET/CEST)","3971","75","147"
"BZN|BE","27.09.2023 14:00 - 27.09.2023 15:00 (CET/CEST)","3834","88","200"
"BZN|BE","27.09.2023 15:00 - 27.09.2023 16:00 (CET/CEST)","2700","263","224"
"BZN|BE","27.09.2023 16:00 - 27.09.2023 17:00 (CET/CEST)","1570","346","197"
"BZN|BE","27.09.2023 17:00 - 27.09.2023 18:00 (CET/CEST)","772","421","236"
"BZN|BE","27.09.2023 18:00 - 27.09.2023 19:00 (CET/CEST)","200","554","373"
"BZN|BE","27.09.2023 19:00 - 27.09.2023 20:00 (CET/CEST)","4","795","682"
"BZN|BE","27.09.2023 20:00 - 27.09.2023 21:00 (CET/CEST)","0","1478","955"
"BZN|BE","27.09.2023 21:00 - 27.09.2023 22:00 (CET/CEST)","0","1995","1212"
"BZN|BE","27.09.2023 22:00 - 27.09.2023 23:00 (CET/CEST)","0","1725","1409"
"BZN|BE","27.09.2023 23:00 - 28.09.2023 00:00 (CET/CEST)","0","1641","1347"
"BZN|BE","28.09.2023 00:00 - 28.09.2023 01:00 (CET/CEST)","0","1877","1175"
"BZN|BE","28.09.2023 01:00 - 28.09.2023 02:00 (CET/CEST)","0","1997","1019"
"BZN|BE","28.09.2023 02:00 - 28.09.2023 03:00 (CET/CEST)","0","1995","895"
"BZN|BE","28.09.2023 03:00 - 28.09.2023 04:00 (CET/CEST)","0","2079","819"
"BZN|BE","28.09.2023 04:00 - 28.09.2023 05:00 (CET/CEST)","0","2069","730"
"BZN|BE","28.09.2023 05:00 - 28.09.2023 06:00 (CET/CEST)","0","2058","664"
"BZN|BE","28.09.2023 06:00 - 28.09.2023 07:00 (CET/CEST)","0","1889","575"
"BZN|BE","28.09.2023 07:00 - 28.09.2023 08:00 (CET/CEST)","10","1822","521"
"BZN|BE","28.09.2023 08:00 - 28.09.2023 09:00 (CET/CEST)","432","1763","461"
"BZN|BE","28.09.2023 09:00 - 28.09.2023 10:00 (CET/CEST)","1158","1454","303"
"BZN|BE","28.09.2023 10:00 - 28.09.2023 11:00 (CET/CEST)","1987","1169","258"
"BZN|BE","28.09.2023 11:00 - 28.09.2023 12:00 (CET/CEST)","2423","806","293"
"BZN|BE","28.09.2023 12:00 - 28.09.2023 13:00 (CET/CEST)","2840","535","295"
"BZN|BE","28.09.2023 13:00 - 28.09.2023 14:00 (CET/CEST)","3041","376","243"
"BZN|BE","28.09.2023 14:00 - 28.09.2023 15:00 (CET/CEST)","2827","386","247"
"BZN|BE","28.09.2023 15:00 - 28.09.2023 16:00 (CET/CEST)","2438","561","297"
"BZN|BE","28.09.2023 16:00 - 28.09.2023 17:00 (CET/CEST)","1787","628","297"
"BZN|BE","28.09.2023 17:00 - 28.09.2023 18:00 (CET/CEST)","1080","684","275"
"BZN|BE","28.09.2023 18:00 - 28.09.2023 19:00 (CET/CEST)","488","562","249"
"BZN|BE","28.09.2023 19:00 - 28.09.2023 20:00 (CET/CEST)","18","484","229"
"BZN|BE","28.09.2023 20:00 - 28.09.2023 21:00 (CET/CEST)","0","526","207"
"BZN|BE","28.09.2023 21:00 - 28.09.2023 22:00 (CET/CEST)","0","385","249"
"BZN|BE","28.09.2023 22:00 - 28.09.2023 23:00 (CET/CEST)","0","490","371"
"BZN|BE","28.09.2023 23:00 - 29.09.2023 00:00 (CET/CEST)","0","823","544"
"BZN|BE","29.09.2023 00:00 - 29.09.2023 01:00 (CET/CEST)","0","1094","716"
"BZN|BE","29.09.2023 01:00 - 29.09.2023 02:00 (CET/CEST)","0","1513","871"
"BZN|BE","29.09.2023 02:00 - 29.09.2023 03:00 (CET/CEST)","0","1826","964"
"BZN|BE","29.09.2023 03:00 - 29.09.2023 04:00 (CET/CEST)","0","1950","1056"
"BZN|BE","29.09.2023 04:00 - 29.09.2023 05:00 (CET/CEST)","0","1914","1034"
"BZN|BE","29.09.2023 05:00 - 29.09.2023 06:00 (CET/CEST)","0","1883","1072"
"BZN|BE","29.09.2023 06:00 - 29.09.2023 07:00 (CET/CEST)","0","1665","1063"
"BZN|BE","29.09.2023 07:00 - 29.09.2023 08:00 (CET/CEST)","2","1666","1026"
"BZN|BE","29.09.2023 08:00 - 29.09.2023 09:00 (CET/CEST)","220","1631","1027"
"BZN|BE","29.09.2023 09:00 - 29.09.2023 10:00 (CET/CEST)","803","1518","1030"
"BZN|BE","29.09.2023 10:00 - 29.09.2023 11:00 (CET/CEST)","1099","1063","1066"
"BZN|BE","29.09.2023 11:00 - 29.09.2023 12:00 (CET/CEST)","1126","943","1043"
"BZN|BE","29.09.2023 12:00 - 29.09.2023 13:00 (CET/CEST)","1260","876","1060"
"BZN|BE","29.09.2023 13:00 - 29.09.2023 14:00 (CET/CEST)","1217","674","1106"
"BZN|BE","29.09.2023 14:00 - 29.09.2023 15:00 (CET/CEST)","1000","559","1069"
"BZN|BE","29.09.2023 15:00 - 29.09.2023 16:00 (CET/CEST)","964","385","1002"
"BZN|BE","29.09.2023 16:00 - 29.09.2023 17:00 (CET/CEST)","824","413","880"
"BZN|BE","29.09.2023 17:00 - 29.09.2023 18:00 (CET/CEST)","766","377","660"
"BZN|BE","29.09.2023 18:00 - 29.09.2023 19:00 (CET/CEST)","387","228","421"
"BZN|BE","29.09.2023 19:00 - 29.09.2023 20:00 (CET/CEST)","13","280","267"
"BZN|BE","29.09.2023 20:00 - 29.09.2023 21:00 (CET/CEST)","0","240","200"
"BZN|BE","29.09.2023 21:00 - 29.09.2023 22:00 (CET/CEST)","0","219","151"
"BZN|BE","29.09.2023 22:00 - 29.09.2023 23:00 (CET/CEST)","0","97","156"
"BZN|BE","29.09.2023 23:00 - 30.09.2023 00:00 (CET/CEST)","0","40","153"
"BZN|BE","30.09.2023 00:00 - 30.09.2023 01:00 (CET/CEST)","0","0","122"
"BZN|BE","30.09.2023 01:00 - 30.09.2023 02:00 (CET/CEST)","0","22","97"
"BZN|BE","30.09.2023 02:00 - 30.09.2023 03:00 (CET/CEST)","0","51","112"
"BZN|BE","30.09.2023 03:00 - 30.09.2023 04:00 (CET/CEST)","0","32","108"
"BZN|BE","30.09.2023 04:00 - 30.09.2023 05:00 (CET/CEST)","0","84","86"
"BZN|BE","30.09.2023 05:00 - 30.09.2023 06:00 (CET/CEST)","0","17","84"
"BZN|BE","30.09.2023 06:00 - 30.09.2023 07:00 (CET/CEST)","0","","103"
"BZN|BE","30.09.2023 07:00 - 30.09.2023 08:00 (CET/CEST)","3","","129"
"BZN|BE","30.09.2023 08:00 - 30.09.2023 09:00 (CET/CEST)","375","5","139"
"BZN|BE","30.09.2023 09:00 - 30.09.2023 10:00 (CET/CEST)","1236","6","99"
"BZN|BE","30.09.2023 10:00 - 30.09.2023 11:00 (CET/CEST)","2244","111","43"
"BZN|BE","30.09.2023 11:00 - 30.09.2023 12:00 (CET/CEST)","3223","149","41"
"BZN|BE","30.09.2023 12:00 - 30.09.2023 13:00 (CET/CEST)","3916","147","47"
"BZN|BE","30.09.2023 13:00 - 30.09.2023 14:00 (CET/CEST)","3986","196","46"
"BZN|BE","30.09.2023 14:00 - 30.09.2023 15:00 (CET/CEST)","3660","215","25"
"BZN|BE","30.09.2023 15:00 - 30.09.2023 16:00 (CET/CEST)","3099","120","23"
"BZN|BE","30.09.2023 16:00 - 30.09.2023 17:00 (CET/CEST)","2270","65","15"
"BZN|BE","30.09.2023 17:00 - 30.09.2023 18:00 (CET/CEST)","1329","8","17"
"BZN|BE","30.09.2023 18:00 - 30.09.2023 19:00 (CET/CEST)","528","","27"
"BZN|BE","30.09.2023 19:00 - 30.09.2023 20:00 (CET/CEST)","25","28","41"
"BZN|BE","30.09.2023 20:00 - 30.09.2023 21:00 (CET/CEST)","0","18","132"
"BZN|BE","30.09.2023 21:00 - 30.09.2023 22:00 (CET/CEST)","0","118","223"
"BZN|BE","30.09.2023 22:00 - 30.09.2023 23:00 (CET/CEST)","0","219","317"
"BZN|BE","30.09.2023 23:00 - 01.10.2023 00:00 (CET/CEST)","0","533","445"
"BZN|BE","01.10.2023 00:00 - 01.10.2023 01:00 (CET/CEST)","0","720","485"
"BZN|BE","01.10.2023 01:00 - 01.10.2023 02:00 (CET/CEST)","0","510","665"
"BZN|BE","01.10.2023 02:00 - 01.10.2023 03:00 (CET/CEST)","0","453","751"
"BZN|BE","01.10.2023 03:00 - 01.10.2023 04:00 (CET/CEST)","0","534","895"
"BZN|BE","01.10.2023 04:00 - 01.10.2023 05:00 (CET/CEST)","0","562","982"
"BZN|BE","01.10.2023 05:00 - 01.10.2023 06:00 (CET/CEST)","0","581","931"
"BZN|BE","01.10.2023 06:00 - 01.10.2023 07:00 (CET/CEST)","0","545","878"
"BZN|BE","01.10.2023 07:00 - 01.10.2023 08:00 (CET/CEST)","2","565","817"
"BZN|BE","01.10.2023 08:00 - 01.10.2023 09:00 (CET/CEST)","515","514","709"
"BZN|BE","01.10.2023 09:00 - 01.10.2023 10:00 (CET/CEST)","1660","623","452"
"BZN|BE","01.10.2023 10:00 - 01.10.2023 11:00 (CET/CEST)","2884","697","203"
"BZN|BE","01.10.2023 11:00 - 01.10.2023 12:00 (CET/CEST)","3903","493","198"
"BZN|BE","01.10.2023 12:00 - 01.10.2023 13:00 (CET/CEST)","4605","482","325"
"BZN|BE","01.10.2023 13:00 - 01.10.2023 14:00 (CET/CEST)","4875","517","363"
"BZN|BE","01.10.2023 14:00 - 01.10.2023 15:00 (CET/CEST)","4654","455","331"
"BZN|BE","01.10.2023 15:00 - 01.10.2023 16:00 (CET/CEST)","3978","313","278"
"BZN|BE","01.10.2023 16:00 - 01.10.2023 17:00 (CET/CEST)","2923","374","283"
"BZN|BE","01.10.2023 17:00 - 01.10.2023 18:00 (CET/CEST)","1692","270","254"
"BZN|BE","01.10.2023 18:00 - 01.10.2023 19:00 (CET/CEST)","554","181","242"
"BZN|BE","01.10.2023 19:00 - 01.10.2023 20:00 (CET/CEST)","9","181","372"
"BZN|BE","01.10.2023 20:00 - 01.10.2023 21:00 (CET/CEST)","0","117","579"
"BZN|BE","01.10.2023 21:00 - 01.10.2023 22:00 (CET/CEST)","0","130","702"
"BZN|BE","01.10.2023 22:00 - 01.10.2023 23:00 (CET/CEST)","0","161","767"
"BZN|BE","01.10.2023 23:00 - 02.10.2023 00:00 (CET/CEST)","0","95","849"
"BZN|BE","02.10.2023 00:00 - 02.10.2023 01:00 (CET/CEST)","0","123","860"
"BZN|BE","02.10.2023 01:00 - 02.10.2023 02:00 (CET/CEST)","0","129","824"
"BZN|BE","02.10.2023 02:00 - 02.10.2023 03:00 (CET/CEST)","0","170","811"
"BZN|BE","02.10.2023 03:00 - 02.10.2023 04:00 (CET/CEST)","0","220","790"
"BZN|BE","02.10.2023 04:00 - 02.10.2023 05:00 (CET/CEST)","0","237","663"
"BZN|BE","02.10.2023 05:00 - 02.10.2023 06:00 (CET/CEST)","0","186","557"
"BZN|BE","02.10.2023 06:00 - 02.10.2023 07:00 (CET/CEST)","0","80","428"
"BZN|BE","02.10.2023 07:00 - 02.10.2023 08:00 (CET/CEST)","1","29","330"
"BZN|BE","02.10.2023 08:00 - 02.10.2023 09:00 (CET/CEST)","388","9","260"
"BZN|BE","02.10.2023 09:00 - 02.10.2023 10:00 (CET/CEST)","1269","","211"
"BZN|BE","02.10.2023 10:00 - 02.10.2023 11:00 (CET/CEST)","2240","","114"
"BZN|BE","02.10.2023 11:00 - 02.10.2023 12:00 (CET/CEST)","3021","","56"
"BZN|BE","02.10.2023 12:00 - 02.10.2023 13:00 (CET/CEST)","3370","","45"
"BZN|BE","02.10.2023 13:00 - 02.10.2023 14:00 (CET/CEST)","3519","","69"
"BZN|BE","02.10.2023 14:00 - 02.10.2023 15:00 (CET/CEST)","3428","","120"
"BZN|BE","02.10.2023 15:00 - 02.10.2023 16:00 (CET/CEST)","3103","","148"
"BZN|BE","02.10.2023 16:00 - 02.10.2023 17:00 (CET/CEST)","2329","","148"
"BZN|BE","02.10.2023 17:00 - 02.10.2023 18:00 (CET/CEST)","1310","","172"
"BZN|BE","02.10.2023 18:00 - 02.10.2023 19:00 (CET/CEST)","401","24","265"
"BZN|BE","02.10.2023 19:00 - 02.10.2023 20:00 (CET/CEST)","4","132","528"
"BZN|BE","02.10.2023 20:00 - 02.10.2023 21:00 (CET/CEST)","0","209","875"
"BZN|BE","02.10.2023 21:00 - 02.10.2023 22:00 (CET/CEST)","0","327","1115"
"BZN|BE","02.10.2023 22:00 - 02.10.2023 23:00 (CET/CEST)","0","396","1229"
"BZN|BE","02.10.2023 23:00 - 03.10.2023 00:00 (CET/CEST)","0","1164","1362"
"BZN|BE","03.10.2023 00:00 - 03.10.2023 01:00 (CET/CEST)","0","1934","1483"
"BZN|BE","03.10.2023 01:00 - 03.10.2023 02:00 (CET/CEST)","0","2081","1557"
"BZN|BE","03.10.2023 02:00 - 03.10.2023 03:00 (CET/CEST)","0","2091","1645"
"BZN|BE","03.10.2023 03:00 - 03.10.2023 04:00 (CET/CEST)","0","2127","1678"
"BZN|BE","03.10.2023 04:00 - 03.10.2023 05:00 (CET/CEST)","0","2054","1605"
"BZN|BE","03.10.2023 05:00 - 03.10.2023 06:00 (CET/CEST)","0","2089","1511"
"BZN|BE","03.10.2023 06:00 - 03.10.2023 07:00 (CET/CEST)","0","1925","1354"
"BZN|BE","03.10.2023 07:00 - 03.10.2023 08:00 (CET/CEST)","0","1110","1285"
"BZN|BE","03.10.2023 08:00 - 03.10.2023 09:00 (CET/CEST)","73","1342","1231"
"BZN|BE","03.10.2023 09:00 - 03.10.2023 10:00 (CET/CEST)","208","1573","1324"
"BZN|BE","03.10.2023 10:00 - 03.10.2023 11:00 (CET/CEST)","429","1053","1329"
"BZN|BE","03.10.2023 11:00 - 03.10.2023 12:00 (CET/CEST)","912","1301","1176"
"BZN|BE","03.10.2023 12:00 - 03.10.2023 13:00 (CET/CEST)","1687","1124","1223"
"BZN|BE","03.10.2023 13:00 - 03.10.2023 14:00 (CET/CEST)","2452","864","1402"
"BZN|BE","03.10.2023 14:00 - 03.10.2023 15:00 (CET/CEST)","2933","1175","1398"
"BZN|BE","03.10.2023 15:00 - 03.10.2023 16:00 (CET/CEST)","2852","1682","1449"
"BZN|BE","03.10.2023 16:00 - 03.10.2023 17:00 (CET/CEST)","2389","1816","1355"
"BZN|BE","03.10.2023 17:00 - 03.10.2023 18:00 (CET/CEST)","1507","2023","1111"
"BZN|BE","03.10.2023 18:00 - 03.10.2023 19:00 (CET/CEST)","466","1986","828"
"BZN|BE","03.10.2023 19:00 - 03.10.2023 20:00 (CET/CEST)","8","1961","804"
"BZN|BE","03.10.2023 20:00 - 03.10.2023 21:00 (CET/CEST)","0","1941","1081"
"BZN|BE","03.10.2023 21:00 - 03.10.2023 22:00 (CET/CEST)","0","1693","1065"
"BZN|BE","03.10.2023 22:00 - 03.10.2023 23:00 (CET/CEST)","0","1943","1041"
"BZN|BE","03.10.2023 23:00 - 04.10.2023 00:00 (CET/CEST)","0","2003","942"
"BZN|BE","04.10.2023 00:00 - 04.10.2023 01:00 (CET/CEST)","0","1842","925"
"BZN|BE","04.10.2023 01:00 - 04.10.2023 02:00 (CET/CEST)","0","1532","913"
"BZN|BE","04.10.2023 02:00 - 04.10.2023 03:00 (CET/CEST)","0","1219","821"
"BZN|BE","04.10.2023 03:00 - 04.10.2023 04:00 (CET/CEST)","0","929","739"
"BZN|BE","04.10.2023 04:00 - 04.10.2023 05:00 (CET/CEST)","0","785","662"
"BZN|BE","04.10.2023 05:00 - 04.10.2023 06:00 (CET/CEST)","0","557","617"
"BZN|BE","04.10.2023 06:00 - 04.10.2023 07:00 (CET/CEST)","0","554","681"
"BZN|BE","04.10.2023 07:00 - 04.10.2023 08:00 (CET/CEST)","0","616","755"
"BZN|BE","04.10.2023 08:00 - 04.10.2023 09:00 (CET/CEST)","383","676","656"
"BZN|BE","04.10.2023 09:00 - 04.10.2023 10:00 (CET/CEST)","1361","826","469"
"BZN|BE","04.10.2023 10:00 - 04.10.2023 11:00 (CET/CEST)","2242","861","325"
"BZN|BE","04.10.2023 11:00 - 04.10.2023 12:00 (CET/CEST)","2414","1008","364"
"BZN|BE","04.10.2023 12:00 - 04.10.2023 13:00 (CET/CEST)","2229","1173","490"
"BZN|BE","04.10.2023 13:00 - 04.10.2023 14:00 (CET/CEST)","1945","1314","551"
"BZN|BE","04.10.2023 14:00 - 04.10.2023 15:00 (CET/CEST)","1573","1515","561"
"BZN|BE","04.10.2023 15:00 - 04.10.2023 16:00 (CET/CEST)","1552","1426","506"
"BZN|BE","04.10.2023 16:00 - 04.10.2023 17:00 (CET/CEST)","1484","1541","484"
